line_number,speaker,text,label,file_name
1616,TRUMP,"One thing I'd like to add to what the Governor's saying, I think that we are now in a position -- are $19 trillion dollars because of the horrible omnibus budget that was approved six weeks ago, it's going to be $21 trillion dollars.",0,20160226_10_gop.tsv
1617,TRUMP,"We can no longer defend all of these countries, Japan, Germany, South Korea.",0,20160226_10_gop.tsv
1618,TRUMP,"You order televisions, you order almost anything, you're getting it from these countries.",0,20160226_10_gop.tsv
1619,TRUMP,"Whether it's a Mercedes-Benz, or whether it's an air conditioning unit.",0,20160226_10_gop.tsv
1620,TRUMP,They're coming out of these countries.,0,20160226_10_gop.tsv
1621,TRUMP,They are making a fortune.,0,20160226_10_gop.tsv
1622,TRUMP,"Saudi Arabia, we are defending Saudi Arabia.",0,20160226_10_gop.tsv
1623,TRUMP,"Before the oil went down, now they're making less, but they're making plenty.",0,20160226_10_gop.tsv
1624,TRUMP,They were making $1 billion dollars a day.,0,20160226_10_gop.tsv
1625,SYSTEM,(BELL RINGING),0,20160226_10_gop.tsv
1626,TRUMP,We defend all of these countries for peanuts.,0,20160226_10_gop.tsv
1627,TRUMP,You talk about budgets.,0,20160226_10_gop.tsv
1628,TRUMP,We have to start getting reimbursed for taking care of the military services for all of these countries.,0,20160226_10_gop.tsv
1629,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1630,KASICH,"Hey, Wolf, Wolf...",0,20160226_10_gop.tsv
1631,BLITZER,Dr. Carson.,0,20160226_10_gop.tsv
1632,KASICH,"Hey, Wolf, let me just say this because he mentioned this.",0,20160226_10_gop.tsv
1633,KASICH,"Look, we're all in agreement that the Japanese need to do more.",0,20160226_10_gop.tsv
1634,KASICH,"We're all in agreement that the Europeans need to do more, but I hate to just tell everybody we are the leader of the world and we should put the pressure on them to do their job.",0,20160226_10_gop.tsv
1635,KASICH,There is no question about it.,0,20160226_10_gop.tsv
1636,KASICH,"But, at the same time, we also have to rebuild the military.",0,20160226_10_gop.tsv
1637,KASICH,"Look, I have a balanced budget plan that cuts taxes, reforms regulations, but also builds the military, puts a $100 billion dollars more in defense.",0,20160226_10_gop.tsv
1638,KASICH,"We need to rebuild our defenses,",0,20160226_10_gop.tsv
1639,KASICH,"But, I must also tell you, a long time reformer of the Pentagon, we must reform that building.",0,20160226_10_gop.tsv
1640,SYSTEM,(BELL RINGING),0,20160226_10_gop.tsv
1641,KASICH,We can't have a weapon system take 22 and a half years.,0,20160226_10_gop.tsv
1642,KASICH,"We have 800,000 bureaucrats working for DOD, performing bureaucratic functions when we ought to be putting...",0,20160226_10_gop.tsv
1643,BLITZER,Thank you...,0,20160226_10_gop.tsv
1644,KASICH,... these resources into strengthening the military.,0,20160226_10_gop.tsv
1645,KASICH,"So, we can do it all...",0,20160226_10_gop.tsv
1646,BLITZER,"Dr. Carson, how would you deal with North Korea?",0,20160226_10_gop.tsv
1647,CARSON,"OK. Well first of all, people say that I whine a lot because I don't get time.",0,20160226_10_gop.tsv
1648,CARSON,"I'm going to whine because I didn't get asked about taxes, I didn't get asked about Israel.",0,20160226_10_gop.tsv
1649,CARSON,"Hugh, you said you're going to be fair to everybody, you didn't ask me about taxes.",0,20160226_10_gop.tsv
1650,CARSON,I had something to say about that.,0,20160226_10_gop.tsv
1651,CARSON,Now...,0,20160226_10_gop.tsv
1652,BLITZER,Go ahead.,0,20160226_10_gop.tsv
1653,BLITZER,This is your moment.,0,20160226_10_gop.tsv
1654,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1655,CARSON,OK. We have a system of taxation in this country that is horribly wrong.,0,20160226_10_gop.tsv
1656,CARSON,"You know, I never had an audit until I spoke at the National Prayer Breakfast, and then all of a sudden, they came in, they said we just want to look at your real estate dealings.",0,20160226_10_gop.tsv
1657,CARSON,"And then they didn't find anything, so they said let's look at the whole year.",0,20160226_10_gop.tsv
1658,CARSON,"And they didn't find anything, so they said let's look at the next year and the next year.",0,20160226_10_gop.tsv
1659,CARSON,They didn't find anything and they won't find anything because I'm a very honest person.,0,20160226_10_gop.tsv
1660,CARSON,But he fact of the matter is the IRS is not honest and we need to get rid of them.,0,20160226_10_gop.tsv
1661,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1662,CARSON,"And as far as Israel is concerned, you know, when I was there several months ago, I talked to a lot of people.",0,20160226_10_gop.tsv
1663,CARSON,I couldn't find a single one who didn't think that we had turned our backs on Israel.,0,20160226_10_gop.tsv
1664,CARSON,"You know, they are a strategic partner for us but also recognize that we have a Judeo Christian foundation, and the last thing we need to do is to reject Israel.",0,20160226_10_gop.tsv
1665,CARSON,It doesn't mean that we can't be fair to other people.,0,20160226_10_gop.tsv
1666,CARSON,"We can always be fair to other people, but, you know, it's like when you have a child, you know, you want to be fair to all the children around but you have a special attention for your own child.",0,20160226_10_gop.tsv
1667,CARSON,"And now, as far as North Korea is concerned, you know, Kim Jung Un is an unstable person, but he does understand strength.",0,20160226_10_gop.tsv
1668,CARSON,And I think we have to present strength to him.,0,20160226_10_gop.tsv
1669,CARSON,We should be encouraging the alliance with Japan and South Korea.,0,20160226_10_gop.tsv
1670,CARSON,"We should be encouraging the placement of the THAAD, the Terminal High-Altitude Area Defense, that seems to disturb not only the North Koreans but the Chinese as well.",0,20160226_10_gop.tsv
1671,CARSON,"And we also need to have a much more robust naval presence in that area, and I think we need to be developing strategic defense initiative because this man is going to have long-range missiles, he is going to have nuclear capabilities.",0,20160226_10_gop.tsv
1672,CARSON,We need to be able to defend ourselves.,0,20160226_10_gop.tsv
1673,CARSON,"And lastly, we should make sure that he knows that if he ever shoots a missile at us, it will be the last thing he ever does.",0,20160226_10_gop.tsv
1674,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1675,BLITZER,Thank you.,0,20160226_10_gop.tsv
1676,BLITZER,Thank you.,0,20160226_10_gop.tsv
1677,BLITZER,We're going to continue with national security.,0,20160226_10_gop.tsv
1678,BLITZER,"Go ahead, Hugh.",0,20160226_10_gop.tsv
1679,HEWITT,"Thank you, Wolf.",0,20160226_10_gop.tsv
1680,HEWITT,"Mr. Trump, we are less than 24 hours away from a ceasefire in Syria that has been brokered between the U.S. and Russia.",0,20160226_10_gop.tsv
1681,HEWITT,Do you support this ceasefire?,0,20160226_10_gop.tsv
1682,TRUMP,I really don't because it not working and the countries aren't agreeing to it and the rebels aren't agreeing and Syria is not agreeing.,0,20160226_10_gop.tsv
1683,TRUMP,So It's a meaningless ceasefire.,0,20160226_10_gop.tsv
1684,TRUMP,I love the idea of a ceasefire.,0,20160226_10_gop.tsv
1685,TRUMP,I love the idea of -- with a total cessation.,0,20160226_10_gop.tsv
1686,TRUMP,"But it's not working, as you know very well.",0,20160226_10_gop.tsv
1687,TRUMP,It's not working.,0,20160226_10_gop.tsv
1688,TRUMP,If -- we can do what we want with Russia but nobody else is adhering to it.,0,20160226_10_gop.tsv
1689,TRUMP,"So I certainly support it, I would certainly love it, but all parties have to be part of it.",0,20160226_10_gop.tsv
1690,HEWITT,"Senator Cruz, your opinion on the ceasefire.",0,20160226_10_gop.tsv
1691,CRUZ,Well look.,0,20160226_10_gop.tsv
1692,CRUZ,"We're certainly hopeful that the violence will cease, but there's reason to be highly skeptical.",0,20160226_10_gop.tsv
1693,CRUZ,"Russia has enhanced its position because of Obama's weakness in the Middle East, weakness in Syria.",0,20160226_10_gop.tsv
1694,CRUZ,"And you know, as we're headed to November, we need no nominate a Republican candidate that can lay out a clear difference with both Barack Obama and Hillary Clinton on foreign policy.",0,20160226_10_gop.tsv
1695,CRUZ,One of the real challenges with both Donald and Senator Rubio is that they have agreed over and over again with both Hillary Clinton and Barack Obama.,0,20160226_10_gop.tsv
1696,CRUZ,"So for example, in Libya, both of them agreed with the Obama/Clinton policy of toppling the government in Libya.",1,20160226_10_gop.tsv
1697,CRUZ,That was a disaster.,0,20160226_10_gop.tsv
1698,CRUZ,It gave the country over to radical Islamic terrorism and it endangered America.,0,20160226_10_gop.tsv
1699,CRUZ,Another example is John Kerry.,0,20160226_10_gop.tsv
1700,CRUZ,John Kerry -- Senator Rubio voted to confirm John Kerry as secretary of State.,0,20160226_10_gop.tsv
1701,CRUZ,I voted against him.,0,20160226_10_gop.tsv
1702,CRUZ,"And Donald Trump supported John Kerry against George W. Bush in 2004, gave him a check.",0,20160226_10_gop.tsv
1703,CRUZ,And John Kerry has been the most anti-Israel secretary of State this country has ever seen.,0,20160226_10_gop.tsv
1704,CRUZ,His diplomacy has been a disaster.,0,20160226_10_gop.tsv
1705,CRUZ,"And if we nominate someone who agreed with John Kerry, Barack Obama and Hillary Clinton on foreign policy, we're not in a strong position to win the general election.",0,20160226_10_gop.tsv
1706,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1707,HEWITT,"A response, Mr. Trump, then Mr. Rubio.",0,20160226_10_gop.tsv
1708,TRUMP,"Again, I think I gave them both checks to be exactly honest.",0,20160226_10_gop.tsv
1709,TRUMP,I think they both liked me very much.,0,20160226_10_gop.tsv
1710,TRUMP,But the fact is that ...,0,20160226_10_gop.tsv
1711,CRUZ,But you called for Bush to be impeached.,0,20160226_10_gop.tsv
1712,TRUMP,"Well, I think Bush did a hell of a bad as far as that's concerned.",0,20160226_10_gop.tsv
1713,TRUMP,You know it and so do I.,0,20160226_10_gop.tsv
1714,CRUZ,But you gave him a check and called for him to be impeached.,0,20160226_10_gop.tsv
1715,TRUMP,Be honest.,0,20160226_10_gop.tsv
1716,TRUMP,Be honest.,0,20160226_10_gop.tsv
1717,TRUMP,"No, this was before.",0,20160226_10_gop.tsv
1718,TRUMP,The check came early.,0,20160226_10_gop.tsv
1719,TRUMP,"But let me just tell you, Syria, he's saying that I was in favor of Syria.",0,20160226_10_gop.tsv
1720,TRUMP,He said I was in favor of Libya?,0,20160226_10_gop.tsv
1721,TRUMP,I never discussed that subject.,1,20160226_10_gop.tsv
1722,TRUMP,I was in favor of Libya?,0,20160226_10_gop.tsv
1723,TRUMP,We would be so much better off if Gadhafi were in charge right now.,0,20160226_10_gop.tsv
1724,TRUMP,"If these politicians went to the beach and didn't do a thing, and we had Saddam Hussein and if we had Gadhafi in charge, instead of having terrorism all over the place, we'd be -- at least they killed terrorists, all right?",0,20160226_10_gop.tsv
1725,TRUMP,"And I'm not saying they were good because they were bad, they were really bad, but we don't know what we're getting.",0,20160226_10_gop.tsv
1726,TRUMP,"You look at Libya right now, ISIS, as we speak, is taking over their oil.",0,20160226_10_gop.tsv
1727,TRUMP,"As we speak, it's a total mess.",0,20160226_10_gop.tsv
1728,TRUMP,We would have been better off if the politicians took a day off instead of going into war.,0,20160226_10_gop.tsv
1729,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1730,HEWITT,Senator Rubio.,0,20160226_10_gop.tsv
1731,RUBIO,"Yes, a couple of points.",0,20160226_10_gop.tsv
1732,RUBIO,"Number one, on the Libya situation, we didn't topple Gadhafi, the Libyan people toppled Gadhafi.",0,20160226_10_gop.tsv
1733,RUBIO,"The only choice before America that this president had to make is, does it happen quickly or does it take a long time?",0,20160226_10_gop.tsv
1734,RUBIO,"And I argued if it takes a long time, you're going to have rebel forces emerge like these radical Islamists to take advantage of the vacuum.",0,20160226_10_gop.tsv
1735,RUBIO,And that's what happened.,0,20160226_10_gop.tsv
1736,RUBIO,"That's where the term ""lead from behind"" came.",0,20160226_10_gop.tsv
1737,RUBIO,And that's the foreign policy that apparently Senator Cruz appears to agree with.,0,20160226_10_gop.tsv
1738,RUBIO,"On John Kerry, yes, you know why, because every day John Kerry wasn't appointed was another day Hillary Clinton was still in charge of the State Department.",0,20160226_10_gop.tsv
1739,RUBIO,And she was absolutely horrible.,0,20160226_10_gop.tsv
1740,RUBIO,"I couldn't imagine that they were going to find somebody even worse than her, but this president never ceases to amaze.",0,20160226_10_gop.tsv
1741,SYSTEM,(LAUGHTER),0,20160226_10_gop.tsv
1742,SYSTEM,(APPLAUSE),0,20160226_10_gop.tsv
1743,RUBIO,"And the last point I would make on South Korea, now this is important, because we're asking to be commander-in-chief.",0,20160226_10_gop.tsv
1744,RUBIO,Donald is asking to be commander-in-chief.,0,20160226_10_gop.tsv
1745,RUBIO,And he's saying these guys need to do more.,0,20160226_10_gop.tsv
1746,RUBIO,South Korea contributes $800 million a year to that effort.,0,20160226_10_gop.tsv
1747,RUBIO,And Japan contributes as well.,0,20160226_10_gop.tsv
1748,RUBIO,"And here's why our commitment to that regional security is so critical, Donald, because if we walk away from them, both Japan and South Korea will become nuclear weapons powers.",0,20160226_10_gop.tsv
1749,RUBIO,They can do that very quickly.,0,20160226_10_gop.tsv
1750,RUBIO,"And that's what they will do if the American defense agreements wither away, which is why we have to rebuild the military, but why we can't walk away from our Asia-Pacific defense status.",0,20160226_10_gop.tsv
1751,HEWITT,Mr. Trump.,0,20160226_10_gop.tsv
1752,TRUMP,I never said walk away.,0,20160226_10_gop.tsv
1753,TRUMP,I wouldn't want to walk away.,0,20160226_10_gop.tsv
1754,TRUMP,I want them to pay us much more money.,0,20160226_10_gop.tsv
1755,TRUMP,We cannot afford to subsidize...,0,20160226_10_gop.tsv
1756,RUBIO,How much?,0,20160226_10_gop.tsv
1757,TRUMP,A lot.,0,20160226_10_gop.tsv
1758,TRUMP,I'll negotiate a lot more money than you'll ever get.,0,20160226_10_gop.tsv
1759,TRUMP,"As far as John Kerry is concerned, there has been no tougher critic of this man, I think he negotiated one of the worst deals in the history of our country, the Iran deal, where they get their $150 billion and all of the other things that take place.",0,20160226_10_gop.tsv
1760,TRUMP,"It is a disaster for this country, and speaking of Israel, it's a disaster for Israel.",0,20160226_10_gop.tsv
1761,TRUMP,I'm no fan of John Kerry.,0,20160226_10_gop.tsv
1762,SYSTEM,(CROSSTALK),0,20160226_10_gop.tsv
1763,BLITZER,"Hold on, hold on, Governor.",0,20160226_10_gop.tsv
1764,BLITZER,Senator Cruz.,0,20160226_10_gop.tsv
1765,CRUZ,"You know, it's interesting, Donald just said that he never came out in favor of toppling Gadhafi in Libya.",0,20160226_10_gop.tsv
1766,CRUZ,"Well, he stated that in an interview that will be on our Web site, tedcruz.org.",0,20160226_10_gop.tsv
1767,CRUZ,You can see and hear the exact words from Donald's mouth.,0,20160226_10_gop.tsv
1768,CRUZ,"And I assume when he sees that interview, maybe he forgot about it, but I assume Donald will apologize where he sees that he said exactly that.",0,20160226_10_gop.tsv
1769,CRUZ,"With regard to John Kerry, I will say John Kerry's foreign policy has been a disaster for decades.",0,20160226_10_gop.tsv
1770,CRUZ,That's why I voted against him when he came up.,0,20160226_10_gop.tsv
